text,label
"Assunto: Relatório de Acessos ao Sistema. Corpo: Poderia gerar um log de todos os acessos do usuário 'admin' nos últimos 7 dias?", Produtivo
"Assunto: Envio do Contrato Assinado. Corpo: O contrato com o cliente Cyberdyne Systems foi assinado. Segue a cópia digitalizada.", Produtivo
"Assunto: Wireframes para o Novo Módulo de Relatórios. Corpo: Os wireframes estão prontos para validação. O link do Figma está no corpo do email.", Produtivo
"Assunto: Aumento de Carga no Servidor. Corpo: Notamos um pico de uso de CPU no servidor principal. Estamos investigando a causa.", Produtivo
"Assunto: Definição de Escopo - Fase 2 do Projeto Orion. Corpo: Precisamos agendar uma reunião para fechar o escopo da próxima fase do projeto.", Produtivo
"Assunto: Aprovado o orçamento para a campanha. Corpo: O orçamento de R$ 20.000 para a campanha de mídia paga foi aprovado.", Produtivo
"Assunto: Follow-up da Reunião com Fornecedor. Corpo: Alguma novidade sobre a proposta que o fornecedor de TI ficou de nos enviar?", Produtivo
"Assunto: Testes de Usabilidade. Corpo: Os testes de usabilidade com os usuários beta começam na próxima segunda-feira.", Produtivo
"Assunto: Atualização da Biblioteca de Componentes. Corpo: A versão 1.5 da nossa biblioteca de componentes de UI foi publicada.", Produtivo
"Assunto: Relatório de Horas do Mês. Corpo: Lembrete para que todos preencham o relatório de horas trabalhadas até o final da semana.", Produtivo
"Assunto: Problema com a Impressora do 3º Andar. Corpo: A impressora colorida não está funcionando. Já abri um chamado para a TI.", Produtivo
"Assunto: Ideias para o próximo artigo do blog. Corpo: Alguém tem sugestões de temas para o nosso próximo post no blog técnico?", Produtivo
"Assunto: Acesso ao ambiente de Staging. Corpo: Preciso das credenciais de acesso ao ambiente de Staging para realizar os testes finais.", Produtivo
"Assunto: Confirmação de Presença - Evento Anual. Corpo: Por favor, confirme sua presença na nossa convenção anual até o dia 30.", Produtivo
"Assunto: Análise de Risco do Projeto. Corpo: O documento de análise de riscos do Projeto Vega foi atualizado com novos itens.", Produtivo
"Assunto: Black Friday chegando! Descontos de até 80%. Corpo: Prepare-se para as melhores ofertas do ano! A Black Friday está chegando com descontos imperdíveis.", Improdutivo
"Assunto: Feliz Dia do Trabalho! Corpo: Um dia para celebrar todos os trabalhadores. Bom descanso!", Improdutivo
"Assunto: Você foi marcado em uma foto. Corpo: Seu amigo te marcou em uma foto no Instagram.", Improdutivo
"Assunto: [VAGAS] Estamos contratando! Corpo: Conhece alguém que seria perfeito para o nosso time? Confira nossas vagas em aberto.", Improdutivo
"Assunto: Convite para Conexão no LinkedIn. Corpo: Gostaria de adicionar você à minha rede profissional no LinkedIn.", Improdutivo
"Assunto: A pizza chegou! Corpo: Pessoal, o pedido da pizzaria chegou. Venham para a copa!", Improdutivo
"Assunto: Seu resumo semanal do Duolingo. Corpo: Você está no caminho certo! Continue praticando para não perder sua ofensiva.", Improdutivo
"Assunto: [URGENTE] Ação necessária na sua conta. Corpo: Detectamos um problema com sua conta. Clique aqui para verificar e evitar o bloqueio.", Improdutivo
"Assunto: Grupo de Estudos de Python. Corpo: Estou pensando em montar um grupo para estudarmos juntos. Alguém tem interesse?", Improdutivo
"Assunto: Feliz Páscoa! Corpo: Que sua Páscoa seja doce e cheia de alegria. Muitos chocolates para você e sua família!", Improdutivo
"Assunto: Sua viagem com a Uber. Corpo: Obrigado por viajar conosco. Aqui está o recibo da sua última viagem.", Improdutivo
"Assunto: Fechamento da rua para evento. Corpo: Atenção: a rua em frente ao escritório estará fechada no próximo domingo para uma corrida de rua.", Improdutivo
"Assunto: Sorteio de Fim de Ano! Corpo: Participe do nosso sorteio e concorra a prêmios incríveis!", Improdutivo
"Assunto: O que fazer no fim de semana? Corpo: Dicas de filmes, séries e eventos para você aproveitar o seu tempo livre.", Improdutivo
"Assunto: Sua entrega está a caminho. Corpo: Seu pacote da Americanas já saiu para entrega e deve chegar hoje.", Improdutivo
"Assunto: [COMUNICADO] Nova política de vestimenta. Corpo: A partir de segunda-feira, teremos um código de vestimenta mais casual.", Improdutivo
"Assunto: Você tem (1) nova mensagem de voz. Corpo: Ouça agora sua nova mensagem de voz.", Improdutivo
"Assunto: Participe da nossa pesquisa de mercado. Corpo: Sua opinião vale muito! Responda nossa pesquisa e ganhe um cupom de desconto.", Improdutivo
"Assunto: O filme de ontem... Corpo: E aí, o que achou daquele final? Totalmente inesperado, né?", Improdutivo
"Assunto: Limite do seu cartão aumentou! Corpo: Boas notícias! Aumentamos o limite do seu cartão de crédito.", Improdutivo
"Assunto: Reunião do condomínio. Corpo: Lembrete da reunião de condomínio hoje à noite, às 19h, no salão de festas.", Improdutivo
"Assunto: Seu time do coração joga hoje! Corpo: Não perca a partida de hoje às 21h.", Improdutivo
"Assunto: [OPORTUNIDADE] Invista em criptomoedas. Corpo: Descubra o mercado que mais cresce no mundo. Saiba como investir.", Improdutivo
"Assunto: Feliz Dia das Mães! Corpo: Um abraço especial a todos as mães guerreiras.", Improdutivo
"Assunto: A playlist de hoje está boa. Corpo: Quem estiver procurando música, a playlist 'Lo-Fi Beats' está ótima para se concentrar.", Improdutivo
"Assunto: Alerta de Preço Baixo. Corpo: O produto que você estava de olho baixou de preço! Corra antes que acabe.", Improdutivo
"Assunto: Organizando o próximo churrasco. Corpo: Pessoal, estou pensando em fazer um churrasco no próximo feriado. Quem vem?", Improdutivo
"Assunto: Sua conta de luz está disponível. Corpo: A fatura de energia elétrica deste mês já pode ser acessada no nosso site.", Improdutivo
"Assunto: Dicas para uma vida mais saudável. Corpo: Confira 5 dicas simples para melhorar sua alimentação e bem-estar.", Improdutivo
"Assunto: Requisição de Acesso - Sistema de BI. Corpo: Olá, o novo analista do time de marketing, Pedro, precisa de acesso de leitura ao dashboard de vendas no sistema de BI.",Produtivo
"Assunto: Envio de Contrato - Fornecedor de Cloud. Corpo: Segue o contrato com a AWS para revisão do departamento jurídico. Por favor, priorizar.",Produtivo
"Assunto: Pauta para a Reunião Semanal. Corpo: Equipe, por favor, adicionem seus tópicos de discussão para a nossa reunião de amanhã neste documento.",Produtivo
"Assunto: Atualização de Documentação - API v2. Corpo: A documentação da API v2 foi atualizada no Swagger com os novos endpoints de clientes.",Produtivo
"Assunto: Relatório de Horas Aprovado. Corpo: Suas horas lançadas para a semana passada foram aprovadas.",Produtivo
"Assunto: Alerta de Performance do Servidor. Corpo: Nosso sistema de monitoramento detectou um uso de memória acima de 90% no servidor de banco de dados. Equipe de infra, favor verificar.",Produtivo
"Assunto: Follow-up da Proposta #456. Corpo: Olá, cliente. Gostaria de saber se vocês tiveram a oportunidade de analisar a proposta que enviamos na semana passada.",Produtivo
"Assunto: Definição de Metas para o Próximo Trimestre. Corpo: Criei uma planilha compartilhada para definirmos as metas do time para o Q4. Peço que todos colaborem.",Produtivo
"Assunto: Bug Crítico Reportado - Tela de Checkout. Corpo: Um cliente reportou um bug que impede a finalização da compra. Prioridade máxima para investigação.",Produtivo
"Assunto: Reembolso de Despesas Aprovado. Corpo: Seu pedido de reembolso de despesas da viagem foi aprovado e será pago na próxima folha.",Produtivo
"Assunto: Agendamento de Entrevista Técnica. Corpo: A entrevista com o candidato para a vaga de Desenvolvedor Sênior está marcada para amanhã às 14h.",Produtivo
"Assunto: Plano de Comunicação - Lançamento do Produto. Corpo: Anexei o plano de comunicação para o lançamento do novo produto no próximo mês.",Produtivo
"Assunto: Solicitação de Feedback 360. Corpo: Como parte do nosso ciclo de avaliação, por favor, forneça seu feedback anônimo para seus pares.",Produtivo
"Assunto: Otimização de Query no Banco de Dados. Corpo: A query do relatório de usuários ativos foi otimizada e agora roda 80% mais rápido.",Produtivo
"Assunto: Confirmação de Férias. Corpo: Seu período de férias de 10/10 a 25/10 foi aprovado pelo seu gestor.",Produtivo
"Assunto: Resultados do Teste A/B. Corpo: O teste A/B da nova cor do botão de compra mostrou um aumento de 5% na conversão. Vamos implementar a mudança.",Produtivo
"Assunto: Treinamento de Segurança da Informação. Corpo: Lembrete: o treinamento obrigatório de segurança é amanhã, às 9h, na sala de conferências.",Produtivo
"Assunto: Acesso ao ambiente de Staging. Corpo: As credenciais de acesso ao ambiente de Staging foram renovadas. Seguem os novos dados.",Produtivo
"Assunto: Relatório de Atividades dos Concorrentes. Corpo: Segue a análise mensal das últimas ações e lançamentos dos nossos principais concorrentes.",Produtivo
"Assunto: Onboarding do Novo Cliente. Corpo: A reunião de kick-off para o onboarding do cliente Wayne Enterprises será na segunda-feira.",Produtivo
"Assunto: [AVISO] Manutenção Programada. Corpo: O sistema principal ficará indisponível por aproximadamente 1 hora na próxima madrugada para atualizações.",Produtivo
"Assunto: Revisão do Orçamento de Marketing. Corpo: Precisamos revisar o orçamento proposto para a campanha do Dia dos Pais.",Produtivo
"Assunto: Logotipo Aprovado. Corpo: O cliente aprovou a versão 3 do logotipo. Podemos seguir com a criação do manual da marca.",Produtivo
"Assunto: Análise de Causa Raiz - Incidente #502. Corpo: Anexei o documento com a análise da causa raiz do incidente da semana passada.",Produtivo
"Assunto: Definição de Prazos - Projeto Vega. Corpo: Precisamos estabelecer prazos finais para as entregas da fase 1 do Projeto Vega.",Produtivo
"Assunto: [COMUNICADO] Nova Estrutura Organizacional. Corpo: A empresa passará por uma reestruturação. O novo organograma está anexo.",Produtivo
"Assunto: Solicitação de Equipamento. Corpo: Abri um chamado para a troca do meu teclado, que está com defeito.",Produtivo
"Assunto: Relatório de Satisfação do Cliente (CSAT). Corpo: Os resultados da pesquisa CSAT deste mês estão disponíveis no dashboard de métricas.",Produtivo
"Assunto: Aprovação de Conteúdo para Redes Sociais. Corpo: O calendário de postagens para a próxima semana está pronto para aprovação.",Produtivo
"Assunto: Início dos Testes de Integração. Corpo: A fase de testes de integração entre a API de pagamentos e o nosso sistema começa hoje.",Produtivo
"Assunto: [LEMBRETE] Preenchimento de Ponto. Corpo: Por favor, não se esqueçam de verificar e ajustar suas marcações de ponto até o final do dia.",Produtivo
"Assunto: Reunião com o Time de Produto. Corpo: A reunião semanal de alinhamento com o time de produto é em 15 minutos.",Produtivo
"Assunto: Resposta da Equipe de Suporte. Corpo: O seu ticket #T-12345 foi respondido. Por favor, verifique a solução proposta.",Produtivo
"Assunto: Plano de Capacitação. Corpo: Anexei uma proposta de plano de capacitação para o nosso time para o próximo semestre.",Produtivo
"Assunto: Relatório de Anomalias Financeiras. Corpo: Nosso sistema detectou uma anomalia nos relatórios financeiros. Investigando.",Produtivo
"Assunto: Definição do Escopo do MVP. Corpo: Vamos realizar uma workshop para definir o escopo do Mínimo Produto Viável (MVP) do novo app.",Produtivo
"Assunto: Envio da Proposta de Parceria. Corpo: A proposta de parceria com a empresa LogiTech foi enviada. Aguardando o retorno deles.",Produtivo
"Assunto: Liberação de Acesso ao Sistema. Corpo: O acesso de leitura ao sistema de logs foi liberado para o seu usuário.",Produtivo
"Assunto: Relatório de Auditoria. Corpo: O relatório final da auditoria externa está disponível para consulta.",Produtivo
"Assunto: Cronograma de Lançamento da v4.0. Corpo: Anexei o cronograma detalhado para o lançamento da próxima versão do nosso software.",Produtivo
"Assunto: Você não vai acreditar nisto! Corpo: Uma oferta tão boa que parece mentira, mas não é! Clique e confira!",Improdutivo
"Assunto: [GRUPO] Venda de Rifa. Corpo: Pessoal, estou vendendo uma rifa para ajudar a formatura da minha irmã. Quem puder ajudar...",Improdutivo
"Assunto: Feriado prolongado à vista! Corpo: Contando os minutos para o feriado! Quais os planos de vocês?",Improdutivo
"Assunto: Sua encomenda chegou ao centro de distribuição. Corpo: Olá! Sua encomenda dos Correios está a caminho e logo será entregue.",Improdutivo
"Assunto: Recomendações de séries? Corpo: Terminei de assistir a última temporada de 'The Crown'. Alguém tem alguma recomendação boa?",Improdutivo
"Assunto: Notificação de Segurança: Novo login. Corpo: Detectamos um novo login em sua conta do iFood a partir de um dispositivo desconhecido.",Improdutivo
"Assunto: ☕️ Hora do Café! Corpo: Quem topa uma pausa para o café? Estou descendo para a copa agora.",Improdutivo
"Assunto: Você tem novos matches! Corpo: Novas pessoas curtiram o seu perfil no Tinder. Veja quem são!",Improdutivo
"Assunto: [COMUNICADO SÍNDICO] Manutenção do elevador. Corpo: O elevador de serviço ficará em manutenção amanhã, das 9h às 12h.",Improdutivo
"Assunto: Seu resumo do Spotify está pronto! Corpo: Confira as músicas e artistas que você mais ouviu este ano.",Improdutivo
"Assunto: Convite: Jantar de Fim de Ano. Corpo: Você e sua família estão convidados para o nosso jantar de confraternização.",Improdutivo
"Assunto: O jogo de ontem foi incrível! Corpo: Alguém mais assistiu à virada histórica do nosso time? Que partida!",Improdutivo
"Assunto: [CLASSIFICADOS] Vendo cadeira gamer. Corpo: Pessoal, estou vendendo minha cadeira gamer seminova. Motivo: mudança.",Improdutivo
"Assunto: Sua assinatura do Prime Video vai ser renovada. Corpo: Não se preocupe, sua diversão continua. A renovação da sua assinatura é automática.",Improdutivo
"Assunto: Feliz Dia dos Namorados! Corpo: Desejamos a todos os casais um dia cheio de amor e carinho.",Improdutivo
"Assunto: Bolão do Oscar. Corpo: Quem quer participar do bolão do Oscar este ano? As apostas estão abertas!",Improdutivo
"Assunto: Onde almoçar hoje? Corpo: Estou sem ideias para o almoço. Alguma sugestão de restaurante bom e barato por aqui?",Improdutivo
"Assunto: [ALERTA] Vencimento da sua CNH. Corpo: Sua Carteira Nacional de Habilitação está próxima do vencimento. Renove para evitar multas.",Improdutivo
"Assunto: Receita de bolo de chocolate. Corpo: Para os amantes da confeitaria, segue a melhor receita de bolo de chocolate que já fiz.",Improdutivo
"Assunto: Convite para evento online. Corpo: Participe do nosso webinário gratuito sobre como falar em público e perca o medo do palco.",Improdutivo
"Assunto: Notificação do Facebook: Fulano te convidou para jogar Candy Crush. Corpo: Fulano quer sua ajuda em uma nova fase!",Improdutivo
"Assunto: Lista de supermercado. Corpo: Alguém vai ao mercado depois do expediente? Poderia trazer um leite para mim?",Improdutivo
"Assunto: A internet do escritório caiu? Corpo: Pessoal, estou sem conexão. É um problema geral ou só comigo?",Improdutivo
"Assunto: [PESQUISA] Qual o melhor sabor de pizza? Corpo: Vamos resolver essa polêmica de uma vez por todas. Vote no seu sabor preferido.",Improdutivo
"Assunto: Seu voo foi alterado. Corpo: Atenção: houve uma alteração no horário do seu voo para o Rio de Janeiro. Confira os detalhes.",Improdutivo
"Assunto: Recomendações de podcast. Corpo: Estou procurando um novo podcast para ouvir no trânsito. Alguma sugestão?",Improdutivo
"Assunto: Você é o visitante número 1.000.000! Corpo: Parabéns! Você ganhou um prêmio exclusivo. Clique aqui para resgatar!",Improdutivo
"Assunto: [COMUNICADO RH] Campanha de vacinação. Corpo: A campanha de vacinação contra a gripe acontecerá na próxima semana.",Improdutivo
"Assunto: Quem perdeu um fone de ouvido sem fio? Corpo: Achei um fone da Apple na sala de descompressão.",Improdutivo
"Assunto: Dicas de viagem para a Europa. Corpo: Para quem está planejando viajar, fiz uma lista com dicas de roteiros e hostels.",Improdutivo
"Assunto: Sua conta foi criada com sucesso! Corpo: Bem-vindo! Seu cadastro em nosso site foi realizado com sucesso.",Improdutivo
"Assunto: [URGENTE] Verifique sua caixa de correio. Corpo: Uma encomenda importante foi deixada para você. É necessária sua atenção.",Improdutivo
"Assunto: Reunião de pais e mestres. Corpo: Lembrete da reunião escolar do seu filho amanhã, às 18h.",Improdutivo
"Assunto: Indicação de filme. Corpo: Recomendo fortemente assistirem ao novo filme do Nolan, é uma obra de arte.",Improdutivo
"Assunto: Problema com o ar condicionado. Corpo: O controle do ar condicionado da nossa sala sumiu.",Improdutivo
"Assunto: [Oportunidade] Renda extra trabalhando de casa. Corpo: Descubra como ganhar dinheiro sem sair de casa. Saiba mais.",Improdutivo
"Assunto: Confirmação de agendamento de consulta. Corpo: Sua consulta com o dentista está confirmada para sexta-feira, às 11h.",Improdutivo
"Assunto: Como está o tempo aí fora? Corpo: Para quem está em home office, está chovendo muito na região central?",Improdutivo
"Assunto: [Doação] Campanha do agasalho. Corpo: Estamos arrecadando agasalhos para doação. Sua contribuição é muito bem-vinda.",Improdutivo
"Assunto: Seu extrato bancário mensal está disponível. Corpo: Acesse nosso aplicativo para visualizar o extrato completo da sua conta.",Improdutivo
"Assunto: Convite para jogar online. Corpo: Alguém anima uma partida de Among Us hoje à noite?",Improdutivo
"Assunto: [AVISO] Interdição da rua para obras. Corpo: A rua de trás do escritório será interditada para obras na próxima semana.",Improdutivo
"Assunto: O que vocês vão fazer no feriado? Corpo: Algum plano interessante para aproveitar o feriado prolongado?",Improdutivo
"Assunto: Seu carrinho de compras está esperando por você! Corpo: Os produtos que você selecionou ainda estão disponíveis. Finalize sua compra!",Improdutivo
"Assunto: Recomendações de livros. Corpo: Terminei de ler um livro incrível e gostaria de recomendar.",Improdutivo
"Assunto: [SEGURANÇA] Atualize seu antivírus. Corpo: Uma nova ameaça foi detectada. Mantenha seu software de segurança atualizado.",Improdutivo
"Assunto: A cantina está com cardápio novo. Corpo: O cardápio desta semana inclui lasanha e feijoada. Confira!",Improdutivo
"Assunto: Você recebeu um novo Pix. Corpo: Uma transferência de R$ 50,00 foi realizada para a sua conta.",Improdutivo
